Date,ETH,BTC,XRP,USDT,USDC,BNB,DOGE,ADA,TRX,SOL,LTC,IOTA,BCH,XTZ,XLM
2020-08-10,395.407852425482,11870.3695447107,0.294527173310284,1.0009152393306,0.999941784027844,22.592213852044,0.00350320028774737,0.143556434439239,0.0215142585638136,3.1317930221557617,58.27,0.3826,302.4,4.2558,0.10625
2020-08-11,379.111338983051,11392.6440884278,0.283466321348944,1.00003648356687,1.00007593498504,21.0990812783861,0.00335604256974609,0.13712090606557,0.0201418499204557,3.3034191131591797,54.1,0.3681,281.83,4.01,0.10015
2020-08-12,387.208174751607,11575.5124736996,0.282226910255024,1.00013840927933,0.99987502237592,21.5745254086856,0.00344347090804779,0.136640395049391,0.0202125334186502,3.769751071929931,54.52,0.3849,284.67,4.3605,0.10147
2020-08-13,424.799460081823,11773.4481155465,0.293937111967893,1.00120115033328,1.00016940463968,21.7904079459565,0.00346315621598673,0.1395552943389,0.0223320751449367,3.755970954895019,57.14,0.3771,295.75,4.1356,0.10111
2020-08-14,438.076865575687,11774.4082518995,0.300230484031717,1.00131096778728,1.00011617250669,23.014387882059,0.00360210946133799,0.138520352831714,0.0247941261969101,3.4093880653381348,56.78,0.4074,293.38,4.1094,0.10479
2020-08-15,432.609198421976,11866.9103613092,0.299619457794609,1.00045287626873,0.999980708701806,22.968249138938,0.00353832009028949,0.138221897080378,0.0251971458578719,3.1837949752807617,59.85,0.4193,302.17,4.0675,0.10707
2020-08-16,432.939172822911,11899.6427535944,0.302075890887788,1.00043392646645,1.00009081112889,23.4349188219892,0.00352036585689325,0.138629891818347,0.0280653968451417,3.385653018951416,63.87,0.4232,308.23,4.2401,0.11517
2020-08-17,432.841464172998,12315.7624166569,0.316684281774114,1.00119170451293,1.0006079568627,23.6060756099575,0.00361489440996485,0.141115376588125,0.030649079087132,3.0986080169677734,67.22,0.4119,318.09,4.0323,0.11383
2020-08-18,423.346332086499,11992.6959962595,0.302978931279196,1.00077222884324,1.00019691329317,23.0422860500994,0.00352669306901887,0.137064050407238,0.0288433997835032,3.3299760818481445,65.4,0.3945,303.14,3.832,0.10807
2020-08-19,406.879427819988,11736.8490645237,0.290123698064323,1.00016410552838,0.999846723796587,22.3362264621092,0.00345867854680123,0.129753740444403,0.026455835437984,2.899040937423706,62.12,0.3719,292.73,3.6247,0.10222
2020-08-20,416.25978755114,11867.5203439509,0.292183422385839,1.00089543132671,1.00013934552665,23.0839668895922,0.003465041836812,0.134097394072639,0.027479777034956,3.2082669734954834,62.8,0.3987,294.69,3.8546,0.10728
