time_index,date,vol_wass_betti0,vol_wass_betti1,vol_wass_entropy,log_wass_betti0,log_wass_betti1,log_wass_entropy,log_dtw_betti0,log_dtw_betti1,log_dtw_entropy,vol_dtw_betti0,vol_dtw_betti1,vol_dtw_entropy,SP500,VIX,BVOL,CVI,vol_btc_parkinson,vol_btc_rogers,fng_value,fng_classification,event_label,sp_ret,sp_vol7,fear&greed,vol_wass_clustering,vol_wass_degree_centrality,vol_wass_pagerank,log_wass_clustering,log_wass_degree_centrality,log_wass_pagerank,log_dtw_clustering,log_dtw_degree_centrality,log_dtw_pagerank,vol_dtw_clustering,vol_dtw_degree_centrality,vol_dtw_pagerank
462,2021-11-26,1.34,0.0,0.0,1.52,0.02,0.0,1.74,0.0,0.0,1.36,0.0,0.421435734722726,4594.6201171875,28.6200008392334,58.18,92.4546,0.0035820825325967,0.0194047318811613,47.0,Neutral,1,-0.022724822637582465,0.00880990491448206,47.0,0.9789825265972556,0.9789679945726052,0.1004718920288708,0.9789825265972556,0.9789679945726052,0.1004718920288708,0.6425974104076745,0.6451366462288084,0.1069964926136605,0.92705978125592,0.912097831197496,0.1026275272796276
463,2021-11-27,1.2,0.0,0.0,1.5,0.0,0.0,1.74,0.0,0.0,1.38,0.0,0.0,4594.6201171875,28.6200008392334,58.18,92.4546,0.000335039485086,0.0173068295407328,21.0,Extreme Fear,1,0.0,0.00880990491448206,21.0,0.9799230263998564,0.9799123329359242,0.1004442489666386,0.9799230263998564,0.9799123329359242,0.1004442489666386,0.6513848461116636,0.653365049001145,0.1063228360090807,0.9267813571873298,0.9103875277077418,0.1027728112435927
464,2021-11-28,1.22,0.0,0.0,1.5,0.02,0.0,1.76,0.0,0.0,1.24,0.0,0.6615534859469816,4594.6201171875,28.6200008392334,58.18,92.4546,0.0017083261704963,0.0403592237161706,27.0,Fear,1,0.0,0.00880990491448206,27.0,0.9795105454843096,0.979503800231905,0.1004560416386332,0.9795105454843096,0.979503800231905,0.1004560416386332,0.6430902965238298,0.6452208248566166,0.1059562455560328,0.9570827419837042,0.9484279477761964,0.1012989612297539
465,2021-11-29,1.22,0.0,0.0,1.52,0.0,0.0,1.78,0.0,0.0,1.24,0.0,0.0,4655.27001953125,22.9599990844726,58.77,90.1097,0.0004668041463248,0.0255438478176062,33.0,Fear,1,0.013200199537034996,0.01075664716509964,33.0,0.979790138145272,0.9797842380547918,0.1004686101327462,0.979790138145272,0.9797842380547918,0.1004686101327462,0.648708404457715,0.6496629022770811,0.1054022422730714,0.948902480332222,0.9490554148339984,0.1012743639975476
466,2021-11-30,1.22,0.0,0.0,1.5,0.0,0.5223543952034428,1.76,0.02,0.0,1.22,0.0,0.0,4567.0,27.1900005340576,58.59,92.2519,0.0010163322283408,0.0363205010282673,40.0,Fear,1,-0.01896131033450521,0.012632314856960125,40.0,0.980241206169874,0.9802264761282172,0.1004339895122304,0.980241206169874,0.9802264761282172,0.1004339895122304,0.65263371723914,0.6536705463387549,0.1050561478486318,0.950329145796622,0.9504763505162748,0.1011968750902282
467,2021-12-01,1.22,0.0,0.0,1.52,0.0,0.0,1.78,0.0,0.0,1.22,0.0,0.6685979156509598,4513.0400390625,31.1200008392334,57.87,91.3354,0.0006688722209757,0.0349524616049387,34.0,Fear,1,-0.011815187417889228,0.012634390975330222,34.0,0.9798322548756234,0.9798254622064716,0.1004379481120017,0.9798322548756234,0.9798254622064716,0.1004379481120017,0.646708299021483,0.6480750674225367,0.1055701595265565,0.9509922510281754,0.951138106124275,0.1011619861119324
468,2021-12-02,1.22,0.0,0.0,1.52,0.0,0.0,1.78,0.0,0.0,1.22,0.02,0.0,4577.10009765625,27.9500007629394,57.4,92.2813,0.0002378912905833,0.0166647563228504,32.0,Fear,1,0.01419443613158311,0.014685078722694929,32.0,0.980544456143148,0.9805193519119426,0.1004465289434075,0.980544456143148,0.9805193519119426,0.1004465289434075,0.6573155781260923,0.6584178431964248,0.1051068007477639,0.950105894531266,0.9502546848650552,0.101219378030874
469,2021-12-03,1.22,0.0,0.0,1.5,0.0,0.0,1.8,0.0,0.0,1.22,0.0,0.0,4538.43017578125,30.6700000762939,57.62,91.8809,0.0029688222726776,0.0521919828357249,31.0,Fear,1,-0.008448563730297565,0.012424715409616836,31.0,0.979867795937842,0.979846855625388,0.1004752702455875,0.979867795937842,0.979846855625388,0.1004752702455875,0.6506602515547576,0.6521167306922143,0.10572287344092,0.9508080268081114,0.9509585950909974,0.1011991273632787
470,2021-12-04,1.24,0.0,0.0,1.5,0.0,0.0,1.82,0.0,0.0,1.22,0.02,0.0,4538.43017578125,30.6700000762939,57.62,91.8809,0.0189037398800919,0.1770762608507082,25.0,Extreme Fear,1,0.0,0.012424715409616836,25.0,0.9796266889808336,0.9795833106183766,0.100467544008235,0.9796266889808336,0.9795833106183766,0.100467544008235,0.6416853089229866,0.6432045003245619,0.1053847885771998,0.9488430183311334,0.9490031697958188,0.1012348637207275
471,2021-12-05,1.24,0.0,0.0,1.5,0.0,0.0,1.8,0.0,0.0,1.24,0.0,0.0,4538.43017578125,30.6700000762939,57.62,91.8809,0.0005527400978984,0.0308769299584307,18.0,Extreme Fear,1,0.0,0.012424715409616836,18.0,0.9788669848447288,0.9788173752816908,0.1005042512653175,0.9788669848447288,0.9788173752816908,0.1005042512653175,0.6340602847283103,0.6353370890324826,0.1061943252536995,0.9420483735986952,0.9422962889391792,0.1015157611932178
472,2021-12-06,1.24,0.0,0.0,1.52,0.0,0.0,1.78,0.0,0.0,1.24,0.02,0.0,4591.669922,27.1800003051757,92.54,94.811,0.0019928885399691,0.0564285590482208,16.0,Extreme Fear,1,0.011730872604993836,0.012140390583711176,16.0,0.979116923126852,0.9790658532880392,0.1005337402246398,0.979116923126852,0.9790658532880392,0.1005337402246398,0.6413478683293508,0.6429646361079292,0.1059930237954605,0.941094501615448,0.9413386706921406,0.1015306175085625
473,2021-12-07,1.24,0.0,0.0,1.5,0.0,0.0,1.78,0.0,0.0,1.24,0.0,0.0,4686.75,21.8899993896484,95.65,93.4522,0.0004281905436025,0.0268123000001845,25.0,Extreme Fear,0,0.02070708034661739,0.012107340426735126,25.0,0.980414193755925,0.9803652414205396,0.1005169839247224,0.980414193755925,0.9803652414205396,0.1005169839247224,0.6495100159507109,0.6504342977682133,0.1053399573026308,0.9417328146587288,0.9419785657476426,0.1015168797515265
474,2021-12-08,1.24,0.0,0.0,1.5,0.0,0.0,1.8,0.0,0.0,1.24,0.0,0.0,4701.2099609375,19.8999996185302,93.08,94.408,0.0008360963993618,0.0383401503196978,28.0,Fear,0,0.0030852853123166657,0.010045481057470124,28.0,0.9799740411804668,0.9799286925517692,0.1005164975537909,0.9799740411804668,0.9799286925517692,0.1005164975537909,0.6462720474144743,0.6474253076348793,0.105559286631563,0.9437373101247588,0.9439689509431756,0.1014971651390718
475,2021-12-09,1.24,0.0,0.0,1.52,0.0,0.0,1.8,0.0,0.0,1.24,0.0,0.0,4667.4501953125,21.579999923706,92.34,96.8859,0.001772220165014,0.0292051593080786,29.0,Fear,0,-0.007181080169894716,0.010346700223892925,29.0,0.9803210824660678,0.9802718037780328,0.1004729195878555,0.9803210824660678,0.9802718037780328,0.1004729195878555,0.6495556546716635,0.6505862512229967,0.1060369917702853,0.9436158778509888,0.9438514109848648,0.1015062046830176
476,2021-12-10,1.24,0.0,0.0,1.52,0.0,0.0,1.84,0.0,0.0,1.24,0.0,0.0,4712.02001953125,18.6900005340576,92.34,96.7701,0.0013719917690113,0.0532211843963567,24.0,Extreme Fear,0,0.009549073338481762,0.009251682365461608,24.0,0.9801566982824198,0.9801029917562112,0.1004671822450533,0.9801566982824198,0.9801029917562112,0.1004671822450533,0.6439265074123123,0.6447952188528567,0.1062331423809091,0.9447630010643736,0.9449967002233752,0.1014904550836133
477,2021-12-11,1.24,0.0,0.0,1.5,0.0,0.0,1.82,0.0,0.0,1.24,0.0,0.0,4712.02001953125,18.6900005340576,92.34,96.7701,0.0009830752676603,0.0207804691937493,16.0,Extreme Fear,0,0.0,0.009251682365461608,16.0,0.9798211401612006,0.9797779561878076,0.10046893395486,0.9798211401612006,0.9797779561878076,0.10046893395486,0.6443371488001401,0.6450319453914315,0.1060179179283686,0.9442266433152964,0.944455667537792,0.1014786621258756
478,2021-12-12,1.24,0.0,0.0,1.5,0.0,0.0,1.8,0.0,0.0,1.24,0.0,0.0,4712.02001953125,18.6900005340576,92.34,96.7701,0.000583053039817,0.0263929253108449,27.0,Fear,0,0.0,0.009251682365461608,27.0,0.9802003235325488,0.9801607799286708,0.1004876099658972,0.9802003235325488,0.9801607799286708,0.1004876099658972,0.6480851792797211,0.6488139233724161,0.1057371784406009,0.9437220044491236,0.9439519157246584,0.10150579685489
479,2021-12-13,1.24,0.0,0.0,1.54,0.0,0.0,1.8,0.0,0.5277061395321279,1.24,0.0,0.0,4668.97021484375,20.3099994659423,92.61,97.682,0.0029060113471367,0.0415827947698451,28.0,Fear,0,-0.009136167611567658,0.010190854858784421,28.0,0.9795321407257856,0.9794936577641749,0.1004993884866037,0.9795321407257856,0.9794936577641749,0.1004993884866037,0.6487647569611016,0.6500071405029301,0.1055395209237591,0.9441821046352004,0.944415553830848,0.1014802440198995
480,2021-12-14,1.24,0.0,0.0,1.5,0.02,0.0,1.8,0.02,0.6111257412389904,1.24,0.0,0.0,4634.089844,21.8899993896484,92.56,98.348,0.0006459932796516,0.0375521244405105,21.0,Extreme Fear,0,-0.007470677523891078,0.006755005051548446,21.0,0.98031980367723,0.9802787518553184,0.1004382739476326,0.98031980367723,0.9802787518553184,0.1004382739476326,0.6479666961408533,0.6487488405441435,0.1053638757601538,0.9448248515541634,0.9450564884865674,0.1014603967182287
481,2021-12-15,1.2,0.0,0.0,1.48,0.02,0.0,1.76,0.0,0.3107656582462484,1.24,0.0,0.0,4709.85009765625,19.2900009155273,92.43,96.661,0.0012260061182862,0.0439997691077481,28.0,Fear,0,0.016348464575916877,0.009562686238247839,28.0,0.9812715754938076,0.9812231344921594,0.1004083312921127,0.9812715754938076,0.9812231344921594,0.1004083312921127,0.6585939211246747,0.6590554303618491,0.1053038485493698,0.9461396029968704,0.9463769948206124,0.1014122706095229
482,2021-12-16,1.2,0.0,0.0,1.48,0.02,0.4179441949519576,1.72,0.0,0.0,1.2,0.0,0.0,4668.669922,20.5699996948242,89.22,92.0055,0.0005516680509016,0.0216395785767467,29.0,Fear,0,-0.008743415353440254,0.009782145312060658,29.0,0.9822042549559494,0.9821586063534145,0.1004039890719991,0.9822042549559494,0.9821586063534145,0.1004039890719991,0.6691115784905566,0.6697719572149907,0.106019574136108,0.9671831181935088,0.9672573180613724,0.1008722072769285
483,2021-12-17,1.2,0.0,0.0,1.48,0.02,0.0,1.7,0.02,0.0,1.2,0.0,0.0,4620.64013671875,21.5699996948242,90.07,90.887,0.0009379612555294,0.0289183159560715,23.0,Extreme Fear,0,-0.010287680663591425,0.009448824591465562,23.0,0.9821142518848276,0.982066580344641,0.1004073895986438,0.9821142518848276,0.982066580344641,0.1004073895986438,0.6685914461868339,0.6694147408816625,0.1063989492990654,0.968989068430884,0.9690565090886792,0.1008720580587715
484,2021-12-18,1.2,0.0,0.0,1.48,0.02,0.0,1.7,0.02,0.0,1.2,0.0,0.0,4620.64013671875,21.5699996948242,90.07,90.887,0.0004918709711645,0.0244338364307653,24.0,Extreme Fear,0,0.0,0.009448824591465562,24.0,0.9807632997190124,0.9807195647743844,0.1004416426011775,0.9807632997190124,0.9807195647743844,0.1004416426011775,0.6636501048650232,0.6649125839784296,0.1062430902802506,0.9707855299119272,0.9708476689201349,0.1008466001719573
485,2021-12-19,1.2,0.0,0.0,1.48,0.0,0.0,1.7,0.02,0.0,1.2,0.0,0.0,4620.64013671875,21.5699996948242,90.07,90.887,0.000406010403485,0.0281495236179159,29.0,Fear,0,0.0,0.009448824591465562,29.0,0.9802438854134344,0.9802069499110446,0.1004460201706427,0.9802438854134344,0.9802069499110446,0.1004460201706427,0.66073296909597,0.6619985608895448,0.1066227247855381,0.96997981834904,0.9700465132908114,0.1008641175306624
486,2021-12-20,1.2,0.0,0.0,1.48,0.0,0.0,1.7,0.02,0.0,1.2,0.0,0.0,4568.02001953125,22.8700008392334,88.14,92.2793,0.000554046583134,0.0291648299080734,25.0,Extreme Fear,0,-0.01138805785140995,0.009736227833657867,25.0,0.9810260392205844,0.9809948592683984,0.1004273297787712,0.9810260392205844,0.9809948592683984,0.1004273297787712,0.6722353588147859,0.6736328504717399,0.106260779614792,0.970161242029123,0.9702302072822596,0.1008900704362275
487,2021-12-21,1.2,0.0,0.0,1.48,0.0,0.2886456381056941,1.68,0.02,0.0,1.2,0.0,0.0,4649.22998046875,21.0100002288818,91.05,91.0278,0.0010604995450313,0.0236612619494062,27.0,Fear,0,0.017777934551572505,0.012202017708540364,27.0,0.9819284825144102,0.9819221547357896,0.1004151355957144,0.9819284825144102,0.9819221547357896,0.1004151355957144,0.6811821210566913,0.6826142614801648,0.1063696267685902,0.970664841718518,0.9707314440801198,0.1008980384692663
488,2021-12-22,1.2,0.0,0.0,1.46,0.0,0.3069620655341452,1.66,0.0,0.0,1.2,0.0,0.0,4696.56005859375,18.6299991607666,90.91,89.0496,0.0001797695460576,0.0163372405798611,45.0,Fear,0,0.010180197220578835,0.011036286261337425,45.0,0.9823151062025652,0.98229932037025,0.1003959030033384,0.9823151062025652,0.98229932037025,0.1003959030033384,0.686428200390081,0.6877181210831597,0.1062912763353526,0.9716295706878688,0.9716928224025044,0.1008246896823383
489,2021-12-23,1.2,0.0,0.0,1.44,0.0,0.9268331867829284,1.66,0.0,0.0,1.2,0.0,0.0,4725.7900390625,17.9599990844726,90.77,86.9144,0.0015591823247807,0.0349131516421324,34.0,Fear,0,0.006223699921661829,0.010579909049071122,34.0,0.9820981137432072,0.9820873561720904,0.1003965300188119,0.9820981137432072,0.9820873561720904,0.1003965300188119,0.6835072914172873,0.6849299524486041,0.1064197354101232,0.9726054806099932,0.972664492254692,0.1007867766337303
490,2021-12-24,1.2,0.0,0.0,1.48,0.0,0.6695293918661267,1.64,0.0,0.0,1.2,0.0,0.0,4725.7900390625,17.9599990844726,90.77,86.9144,0.0002327026224337,0.0203630041214035,41.0,Fear,0,0.0,0.009254650821799432,41.0,0.9832330230868868,0.9832204680966632,0.1003642726086786,0.9832330230868868,0.9832204680966632,0.1003642726086786,0.6930303070535817,0.6939111718055575,0.1062595515640523,0.973296354136726,0.97335493723485,0.1008080031167093
491,2021-12-25,1.18,0.0,0.0,1.42,0.0,0.0,1.62,0.0,0.0,1.2,0.0,0.0,4725.7900390625,17.9599990844726,90.77,86.9144,0.0001239264971444,0.0118160809017942,39.0,Fear,0,0.0,0.009254650821799432,39.0,0.9845585272882358,0.9845554243998452,0.1003474476383318,0.9845585272882358,0.9845554243998452,0.1003474476383318,0.709923947866318,0.7107877672605248,0.105765592316046,0.9751765730657652,0.9752341053064034,0.1007432286795718
492,2021-12-26,1.18,0.0,0.0,1.4,0.0,0.0,1.6,0.0,0.0,1.18,0.0,0.0,4725.7900390625,17.9599990844726,90.77,86.9144,0.000351369877142,0.0222504968409387,37.0,Fear,0,0.0,0.009254650821799432,37.0,0.985043174815957,0.9850376061268225,0.1003539532628895,0.985043174815957,0.9850376061268225,0.1003539532628895,0.7225106845459794,0.7237185275258712,0.1049820911486317,0.983117214075335,0.983127470632184,0.100352436421524
493,2021-12-27,1.18,0.0,0.0,1.42,0.0,0.0,1.6,0.0,0.0,1.18,0.0,0.0,4791.18994140625,17.6800003051757,90.21,85.4648,0.000291739530348,0.0243464769403126,40.0,Fear,0,0.01383893524747526,0.007308832776739812,40.0,0.9850023363996468,0.9850056517582008,0.1003426964577092,0.9850023363996468,0.9850056517582008,0.1003426964577092,0.7183411272577552,0.7195580715059103,0.105114732985095,0.9828680968465716,0.9828812174637632,0.1004025511329839
494,2021-12-28,1.18,0.0,0.0,1.44,0.0,0.0,1.6,0.0,0.0,1.18,0.0,0.0,4786.35009765625,17.5400009155273,90.78,81.9361,0.0016001066238695,0.015648853330301,41.0,Fear,0,-0.0010101548486260992,0.0059557941938646,41.0,0.9839376322362708,0.9839346651407552,0.1003763702184221,0.9839376322362708,0.9839346651407552,0.1003763702184221,0.7123929634737871,0.7139343707834555,0.1055291960718881,0.98271456096529,0.9827277100155118,0.100419541905453
495,2021-12-29,1.18,0.0,0.0,1.44,0.0,0.0,1.62,0.0,0.0,1.18,0.0,0.0,4793.06005859375,16.9500007629394,89.57,83.2783,0.0005968757986118,0.0229390580514703,27.0,Fear,0,0.0014018951394270118,0.005376918418742003,27.0,0.9841287855132148,0.984130370851012,0.1003570798470069,0.9841287855132148,0.984130370851012,0.1003570798470069,0.7063794199939525,0.7075327426402581,0.1051209791987762,0.9824403415541764,0.9824546894392224,0.1004054981970971
496,2021-12-30,1.18,0.0,0.0,1.44,0.0,0.0,1.62,0.0,0.0,1.18,0.0,0.0,4778.72998046875,17.329999923706,89.43,83.6497,0.0005414475052197,0.025647692926495,22.0,Extreme Fear,0,-0.0029897555945093135,0.0055586165406037195,22.0,0.9842936510712054,0.9842913186719722,0.1003595653931942,0.9842936510712054,0.9842913186719722,0.1003595653931942,0.7054095939119887,0.7065595725591942,0.1056727273969049,0.9820068062804872,0.982020549012989,0.1004030471869433
497,2021-12-31,1.18,0.0,0.0,1.4,0.0,0.0,1.62,0.0,0.0,1.18,0.0,0.0,4766.18017578125,17.2199993133544,89.73,78.5773,0.0011423119259138,0.039400782333249,28.0,Fear,0,-0.0026261799136575448,0.005769681495455306,28.0,0.984228101173194,0.984233153254896,0.1003812947680062,0.984228101173194,0.984233153254896,0.1003812947680062,0.7064774975092065,0.7078386656865081,0.1046978057441843,0.981976136105477,0.9819889496625452,0.1003901975990032
498,2022-01-01,1.18,0.0,0.0,1.42,0.0,0.0,1.62,0.0,0.0,1.18,0.0,0.0,4766.18017578125,17.2199993133544,89.73,78.5773,0.0003857510636643,0.0104731981860745,21.0,Extreme Fear,0,0.0,0.005769681495455306,21.0,0.9839758220121944,0.9839836427613712,0.1003809351084481,0.9839758220121944,0.9839836427613712,0.1003809351084481,0.7015306082258687,0.7023463250443038,0.1048675578577895,0.9818463327041788,0.981859329357593,0.1003850009386245
499,2022-01-02,1.18,0.0,0.0,1.44,0.0,0.0,1.66,0.0,0.0,1.18,0.0,0.0,4766.18017578125,17.2199993133544,89.73,78.5773,0.0001687152158019,0.0150986059191801,29.0,Fear,0,0.0,0.005769681495455306,29.0,0.9830560099800116,0.9830673459708028,0.1004038504388731,0.9830560099800116,0.9830673459708028,0.1004038504388731,0.6933223768536434,0.6951559826869269,0.1048551777249998,0.9809678680219488,0.9809783758582364,0.1004133440705919
500,2022-01-03,1.18,0.0,0.0,1.42,0.0,0.0,1.64,0.0,0.0,1.18,0.0,0.0,4796.56005859375,16.6000003814697,55.95,74.2507,0.0004644895425333,0.0226997405091536,29.0,Fear,0,0.006374052530970564,0.0031427388859045107,29.0,0.9832347765773124,0.9832414891226566,0.1003788863068146,0.9832347765773124,0.9832414891226566,0.1003788863068146,0.690991014967306,0.6925973412151369,0.1050482514816996,0.9802883210342708,0.980300882706383,0.1004322984607985
501,2022-01-04,1.18,0.0,0.0,1.44,0.0,0.0,1.6,0.02,0.0,1.18,0.0,0.0,4793.5400390625,16.9099998474121,52.54,74.2772,0.0004549149086205,0.0264902223790828,23.0,Extreme Fear,0,-0.000629621957060511,0.003122262908780089,23.0,0.9833073571228276,0.9833151106034034,0.1003907041171987,0.9833073571228276,0.9833151106034034,0.1003907041171987,0.6974254863380623,0.6992207497435576,0.1049476917157484,0.9808324377462198,0.9808421508260255,0.1004075718832757
502,2022-01-05,1.18,0.0,0.0,1.42,0.0,0.0,1.6,0.02,0.0,1.18,0.0,0.0,4700.580078,19.7299995422363,51.96,78.66,0.0030620570219885,0.0538222904378322,24.0,Extreme Fear,0,-0.01939275781676386,0.00795742326885572,24.0,0.9836648519521992,0.9836709477920392,0.1003737241018721,0.9836648519521992,0.9836709477920392,0.1003737241018721,0.705058135531539,0.7066726513985253,0.104988208430986,0.9798006627317166,0.979813116273576,0.1004506281497714
503,2022-01-06,1.18,0.0,0.0,1.44,0.0,0.0,1.62,0.0,0.0,1.18,0.0,0.0,4696.0498046875,19.6100006103515,52.54,75.5712,0.0002352580579251,0.017696327283692,15.0,Extreme Fear,0,-0.0009637689896409007,0.007984135629113475,15.0,0.9829072307528128,0.9829148004860468,0.1003881633966522,0.9829072307528128,0.9829148004860468,0.1003881633966522,0.6960124435873283,0.6975836072948582,0.1053863726426874,0.9804075941436532,0.9804197277014164,0.1004742723494446
504,2022-01-07,1.18,0.0,0.0,1.44,0.0,0.0,1.64,0.0,0.0,1.18,0.0,0.0,4677.02978515625,18.7600002288818,50.79,76.6271,0.000876825967151,0.0239448161037379,18.0,Extreme Fear,0,-0.004050216740091761,0.008007106955067372,18.0,0.9818285843701848,0.9818339558987802,0.1004176265533666,0.9818285843701848,0.9818339558987802,0.1004176265533666,0.6845667756323415,0.6868048108835458,0.1059251172296135,0.9795350170813144,0.979546911285696,0.1004664732389235
505,2022-01-08,1.18,0.0,0.0,1.4,0.0,0.0,1.62,0.02,0.0,1.18,0.0,0.0,4677.02978515625,18.7600002288818,50.79,76.6271,0.0005087970767407,0.0272971994411908,10.0,Extreme Fear,0,0.0,0.008007106955067372,10.0,0.982870866061482,0.9828723556845697,0.1004092302668284,0.982870866061482,0.9828723556845697,0.1004092302668284,0.6943223063934048,0.6961622032834616,0.1056862504826091,0.9788019463079314,0.9788167161482296,0.1005072671211206
506,2022-01-09,1.18,0.0,0.0,1.42,0.0,0.0,1.64,0.0,0.0,1.18,0.0,0.0,4677.02978515625,18.7600002288818,50.79,76.6271,0.0003594306827933,0.0228761142187434,23.0,Extreme Fear,0,0.0,0.008007106955067372,23.0,0.9825816694881814,0.9825782583153312,0.1003961973630071,0.9825816694881814,0.9825782583153312,0.1003961973630071,0.6930120389352644,0.6950021220091775,0.1061417303861449,0.978438329190288,0.9784535025619654,0.1005149259923558
507,2022-01-10,1.18,0.0,0.0,1.42,0.0,0.0,1.64,0.0,0.0,1.18,0.0,0.0,4670.2900390625,19.3999996185302,50.72,76.7577,0.001239692129476,0.0512828837288085,23.0,Extreme Fear,0,-0.0014410312534549607,0.007020621936014612,23.0,0.9816347929751704,0.9816300182675398,0.1004118845915728,0.9816347929751704,0.9816300182675398,0.1004118845915728,0.6882265489720083,0.6904349559418247,0.1066189400694461,0.977666600326288,0.9776869767941988,0.1005864146323568
508,2022-01-11,1.18,0.0,0.0,1.48,0.0,0.0,1.68,0.0,0.0,1.18,0.0,0.0,4713.06982421875,18.4099998474121,50.24,77.7343,0.0005142236487462,0.0220186810230796,21.0,Extreme Fear,0,0.009159984668711818,0.008559700743398254,21.0,0.9791632455963516,0.9791578752253772,0.1004795627859438,0.9791632455963516,0.9791578752253772,0.1004795627859438,0.6681508742366961,0.6710646009682453,0.1071479966158577,0.9766974653947336,0.976722635457616,0.1005788227431068
509,2022-01-12,1.18,0.0,0.0,1.48,0.0,0.0,1.7,0.0,0.0,1.18,0.0,0.0,4726.35009765625,17.6200008392334,51.48,73.8256,0.0004957799847832,0.0173175126263455,22.0,Extreme Fear,0,0.002817754443029452,0.00422093054674967,22.0,0.9777522941213568,0.9777515755390632,0.1005213718060757,0.9777522941213568,0.9777515755390632,0.1005213718060757,0.655876655005938,0.6591720902463588,0.107658383387141,0.9737607534242188,0.9737930302610268,0.100745441906331
510,2022-01-13,1.18,0.0,0.0,1.5,0.0,0.0,1.7,0.0,0.0,1.18,0.0,0.0,4659.02978515625,20.3099994659423,51.05,69.8266,0.0006435270630727,0.0202500938666732,21.0,Extreme Fear,0,-0.0142436152864307,0.007125193834063933,21.0,0.97685398847672,0.9768616025563516,0.1005346756395316,0.97685398847672,0.9768616025563516,0.1005346756395316,0.6481821020553309,0.6517930649244128,0.1079881183516475,0.9675775228998996,0.9676373090376876,0.1008313754117517
511,2022-01-14,1.18,0.0,0.0,1.56,0.0,0.0,1.72,0.0,0.0,1.18,0.0,0.0,4662.85009765625,19.1900005340576,52.17,67.1179,0.0003687445729949,0.0219570330659886,21.0,Extreme Fear,0,0.0008199802697488323,0.007027137316311043,21.0,0.9762466396794888,0.9762519146421822,0.100528978593204,0.9762466396794888,0.9762519146421822,0.100528978593204,0.6434881169752229,0.6469481187609867,0.1081758925727899,0.9667681102535812,0.9668376446689236,0.100896435645223
512,2022-01-15,1.18,0.0,0.0,1.58,0.0,0.0,1.74,0.0,0.0,1.18,0.02,0.0,4662.85009765625,19.1900005340576,52.17,67.1179,0.0002154182663741,0.0173271784145984,23.0,Extreme Fear,0,0.0,0.007027137316311043,23.0,0.9757218301314106,0.9757197924486056,0.1005361103779507,0.9757218301314106,0.9757197924486056,0.1005361103779507,0.6379478850614579,0.6416054893669102,0.1083087682260006,0.9627569714125978,0.962850028965478,0.101063505016964
513,2022-01-16,1.18,0.0,0.0,1.54,0.0,0.0,1.72,0.0,0.0,1.18,0.0,0.0,4662.85009765625,19.1900005340576,52.17,67.1179,0.0001081774369768,0.0124923518334223,21.0,Extreme Fear,0,0.0,0.007027137316311043,21.0,0.9764762918982824,0.9764775337034524,0.100511313638533,0.9764762918982824,0.9764775337034524,0.100511313638533,0.6412397497674167,0.6445419983363776,0.1080109936879509,0.9609856601173348,0.9610873955743614,0.1010480726235467
514,2022-01-17,1.18,0.0,0.0,1.56,0.0,0.0,1.76,0.02,0.0,1.18,0.0,0.0,4662.85009765625,19.1900005340576,52.17,67.1179,0.0004503040087948,0.0221746674728926,22.0,Extreme Fear,0,0.0,0.00701307521730821,22.0,0.9761598579590108,0.9761723392921836,0.1005067276893479,0.9761598579590108,0.9761723392921836,0.1005067276893479,0.6409870653560164,0.6440182010110894,0.1080334540115688,0.9614415748080006,0.9615444616832166,0.1010575866373472
515,2022-01-18,1.18,0.0,0.0,1.52,0.0,0.0,1.74,0.0,0.0,1.2,0.0,0.0,4577.10986328125,22.7900009155273,51.07,69.6556,0.0002672412764482,0.0225110826573059,24.0,Extreme Fear,0,-0.018387945694007368,0.00846086601371269,24.0,0.9773965346867856,0.977389308196017,0.1004745984407379,0.9773965346867856,0.977389308196017,0.1004745984407379,0.6476399272215034,0.6501171299787457,0.1084063713418723,0.9613786430166752,0.961480513830152,0.101076161939551
516,2022-01-19,1.18,0.0,0.0,1.54,0.0,0.0,1.74,0.0,0.0,1.18,0.0,0.0,4532.759766,23.8500003814697,50.7,68.4824,0.0003141775190306,0.0192300348993417,24.0,Extreme Fear,0,-0.00968954178640935,0.008057167480705073,24.0,0.9775528335421864,0.977552864330737,0.1004847976691989,0.9775528335421864,0.977552864330737,0.1004847976691989,0.6514063750870885,0.6541228243637495,0.108313118403716,0.9629352373794028,0.96303042669287,0.1010638707496088
517,2022-01-20,1.18,0.0,0.0,1.52,0.0,0.0,1.74,0.0,0.0,1.2,0.0,0.0,4482.72998046875,25.5900001525878,45.77,66.9205,0.0015332063875052,0.050532654975585,24.0,Extreme Fear,0,-0.011037378575966206,0.0075828766137089575,24.0,0.9773752957986972,0.9773828544121864,0.1004771594798675,0.9773752957986972,0.9773828544121864,0.1004771594798675,0.650598476354274,0.6535095521978602,0.1082381884059454,0.963462162057502,0.9635511833194644,0.1010800755393405
518,2022-01-21,1.18,0.0,0.0,1.5,0.0,0.0,1.74,0.0,0.0,1.18,0.0,0.0,4397.93994140625,28.8500003814697,52.87,78.9697,0.0068030182319586,0.0584698592079233,19.0,Extreme Fear,0,-0.018914821867908604,0.008470876117631735,19.0,0.9778436419546468,0.9778494479560154,0.1004887100066269,0.9778436419546468,0.9778494479560154,0.1004887100066269,0.6502630047660677,0.6530191503690129,0.1082222832046947,0.963661587028008,0.9637510970104464,0.1010564681609376
