time_index,date,vol_wass_betti0,vol_wass_betti1,vol_wass_entropy,log_wass_betti0,log_wass_betti1,log_wass_entropy,log_dtw_betti0,log_dtw_betti1,log_dtw_entropy,vol_dtw_betti0,vol_dtw_betti1,vol_dtw_entropy,SP500,VIX,BVOL,CVI,vol_btc_parkinson,vol_btc_rogers,fng_value,fng_classification
0,2020/8/21,1.26,0.0,0.0,1.54,0.0,0.0,1.9,0.0,0.0,1.24,0.0,0.0,3397.15991210937,22.5400009155273,43.15,75.7958,0.000292847720291,0.0104931185965289,81.0,Extreme Greed
1,2020/8/22,1.24,0.0,0.0,1.62,0.0,0.0,1.94,0.0,0.0,1.26,0.0,0.0,,,,,0.0001560066489159,0.0156492737978863,78.0,Extreme Greed
2,2020/8/23,1.22,0.0,0.0,1.62,0.0,0.0,1.92,0.0,0.0,1.26,0.0,0.0,,,,,6.276764054458432e-05,0.0102531685045156,76.0,Extreme Greed
3,2020/8/24,1.26,0.0,0.0,1.72,0.0,0.0,2.02,0.0,0.0,1.24,0.0,0.0,3431.28002929687,22.3700008392334,44.06,73.701,8.934113606158901e-05,0.0089048953860197,78.0,Extreme Greed
4,2020/8/25,1.28,0.0,0.0,1.64,0.0,0.0,1.96,0.0,0.0,1.26,0.0,0.0,3443.6201171875,22.0300006866455,43.16,73.7044,0.0009473938779762,0.0284450033012063,75.0,Greed
5,2020/8/26,1.3,0.0,0.0,1.7,0.0,0.0,2.02,0.0,0.0,1.28,0.0,0.0,3478.72998046875,23.2700004577636,43.21,72.5659,0.000150397002158,0.0124596632441571,76.0,Extreme Greed
6,2020/8/27,1.3,0.0,0.0,1.72,0.0,0.0,2.06,0.0,0.0,1.3,0.0,0.0,3484.55004882812,24.4699993133544,36.28,72.1712,0.0004126756196302,0.0219675380476021,75.0,Greed
7,2020/8/28,1.32,0.0,0.0,1.7,0.0,0.0,2.02,0.0,0.0,1.34,0.0,0.0,3508.01000976562,22.9599990844726,36.35,68.7425,0.000145002039253,0.0045500670607925,74.0,Greed
8,2020/8/29,1.3,0.0,0.0,1.74,0.0,0.0,2.06,0.0,0.0,1.32,0.0,0.0,,,,,3.86718875013265e-05,0.0070186889525555,79.0,Extreme Greed
9,2020/8/30,1.32,0.0,0.0,1.8,0.0,0.0,2.08,0.0,0.0,1.3,0.0,0.0,,,,,0.0001330736908911,0.0057035377355525,75.0,Greed
10,2020/8/31,1.32,0.0,0.0,1.78,0.0,0.0,2.1,0.0,0.0,1.34,0.0,0.0,3500.31005859375,26.4099998474121,32.47,68.3376,7.686418035938216e-05,0.0102700007382321,75.0,Greed
11,2020/9/1,1.32,0.0,0.0,1.8,0.0,0.0,2.06,0.0,0.0,1.32,0.0,0.0,3526.64990234375,26.1200008392334,27.73,70.0088,0.0005592919671729,0.0217495636781714,75.0,Greed
12,2020/9/2,1.32,0.0,0.0,1.74,0.0,0.0,2.12,0.0,0.0,1.32,0.0,0.0,3580.84008789062,26.5699996948242,32.0,67.3533,0.0012126058321388,0.0250891273038093,83.0,Extreme Greed
13,2020/9/3,1.34,0.0,0.0,1.74,0.0,0.0,2.14,0.0,0.0,1.3,0.0,0.0,3455.06005859375,33.599998474121,32.26,70.5126,0.0049130744105725,0.0323330274624104,79.0,Extreme Greed
14,2020/9/4,1.34,0.0,0.0,1.72,0.0,0.0,2.1,0.0,0.0,1.3,0.0,0.0,3426.9599609375,30.75,41.14,73.659,0.0006887808327497,0.0257032460423513,40.0,Fear
15,2020/9/5,1.34,0.0,0.0,1.7,0.0,0.0,2.18,0.0,0.0,1.32,0.0,0.0,,,,,0.0013808686673805,0.0385505181920134,41.0,Fear
16,2020/9/6,1.34,0.0,0.0,1.74,0.0,0.0,2.18,0.0,0.0,1.34,0.0,0.0,,,,,0.000305598300996,0.0192240410819778,41.0,Fear
17,2020/9/7,1.36,0.0,0.0,1.76,0.0,0.0,2.22,0.0,0.0,1.32,0.0,0.0,,,,,0.0008146285128934,0.0405618021650001,41.0,Fear
18,2020/9/8,1.34,0.0,0.0,1.74,0.0,0.0,2.18,0.0,0.0,1.34,0.0,0.0,3331.84008789062,31.4599990844726,40.59,85.5059,0.0007679880078919,0.0299382978627822,41.0,Fear
19,2020/9/9,1.34,0.0,0.0,1.74,0.0,0.0,2.2,0.0,0.0,1.32,0.0,0.0,3398.9599609375,28.8099994659423,41.73,84.2996,0.0003863792973408,0.0219053390931778,38.0,Fear
20,2020/9/10,1.34,0.0,0.0,1.7,0.0,0.0,2.16,0.0,0.0,1.32,0.0,0.0,3339.18994140625,29.7099990844726,41.91,75.9582,0.000236892622855,0.0185805274552134,38.0,Fear
21,2020/9/11,1.34,0.0,0.0,1.72,0.0,0.0,2.22,0.0,0.0,1.32,0.0,0.0,3340.96997070312,26.8700008392334,41.32,72.6631,0.0002947612880684,0.0241700677247251,41.0,Fear
22,2020/9/12,1.36,0.0,0.0,1.7,0.0,0.0,2.14,0.0,0.0,1.34,0.0,0.0,,,,,0.0002717905948843,0.019322212339071,41.0,Fear
23,2020/9/13,1.36,0.0,0.0,1.7,0.0,0.0,2.12,0.0,0.0,1.34,0.0,0.0,,,,,0.0004152718671311,0.0223922560781688,38.0,Fear
24,2020/9/14,1.36,0.0,0.0,1.68,0.0,0.0,2.04,0.0,0.0,1.34,0.0,0.0,3383.5400390625,25.8500003814697,40.73,67.3444,0.0009274304693853,0.0271360875665508,39.0,Fear
25,2020/9/15,1.34,0.0,0.0,1.7,0.0,0.0,2.04,0.0,0.0,1.32,0.0,0.0,3401.19995117187,25.5900001525878,42.89,67.713,0.0002463436170749,0.0184616910724457,47.0,Neutral
26,2020/9/16,1.28,0.0,0.0,1.64,0.0,0.0,1.94,0.0,0.0,1.3,0.0,0.0,3385.48999023437,26.0400009155273,42.72,67.5706,0.0004741080145283,0.022989532839287,43.0,Fear
27,2020/9/17,1.26,0.0,0.0,1.64,0.0,0.0,1.9,0.0,0.0,1.26,0.0,0.0,3357.01000976562,26.4599990844726,41.31,63.9965,0.0002094359004629,0.0184428556188522,48.0,Neutral
28,2020/9/18,1.24,0.0,0.0,1.64,0.0,0.0,1.9,0.0,0.0,1.24,0.0,0.0,3319.46997070312,25.829999923706,40.34,59.8288,0.0001271419355141,0.0134362636161919,49.0,Neutral
29,2020/9/19,1.24,0.0,0.0,1.6,0.0,0.0,1.86,0.0,0.0,1.24,0.0,0.0,,,,,0.0001496130917474,0.0101013606007915,48.0,Neutral
30,2020/9/20,1.2,0.0,0.0,1.5,0.0,0.0,1.72,0.0,0.0,1.24,0.0,0.0,,,,,0.0002379846999666,0.0170989165194783,52.0,Neutral
31,2020/9/21,1.2,0.0,0.0,1.52,0.0,0.0,1.76,0.0,0.0,1.2,0.0,0.0,3281.06005859375,27.7800006866455,41.63,62.1866,0.0011687678411531,0.0254654662151954,48.0,Neutral
32,2020/9/22,1.2,0.0,0.0,1.52,0.0,0.0,1.76,0.0,0.0,1.22,0.0,0.0,3315.57006835937,26.8600006103515,41.77,63.0234,0.0001129233494541,0.0117816497181922,39.0,Fear
33,2020/9/23,1.2,0.0,0.0,1.48,0.0,0.0,1.76,0.0,0.0,1.2,0.0,0.0,3236.919922,28.579999923706,40.78,62.6237,0.0003878629317381,0.0126567310447767,43.0,Fear
34,2020/9/24,1.2,0.0,0.0,1.48,0.0,0.0,1.76,0.0,0.0,1.2,0.0,0.0,3246.59008789062,28.5100002288818,40.59,63.7105,0.0009526021634293,0.0116541654806034,39.0,Fear
35,2020/9/25,1.2,0.0,0.0,1.48,0.0,0.0,1.7,0.0,0.0,1.2,0.0,0.0,3298.4599609375,26.3799991607666,41.08,58.6159,0.0001249942619782,0.0139608350084378,46.0,Fear
36,2020/9/26,1.2,0.0,0.0,1.48,0.0,0.0,1.74,0.0,0.0,1.2,0.0,0.0,,,,,3.5076534330062056e-05,0.0059639845634085,45.0,Fear
37,2020/9/27,1.2,0.0,0.0,1.44,0.0,0.0,1.68,0.0,0.0,1.2,0.0,0.0,,,,,0.0001030139727944,0.0133906620263597,47.0,Neutral
38,2020/9/28,1.2,0.0,0.0,1.44,0.0,0.0,1.66,0.0,0.0,1.2,0.0,0.0,3351.60009765625,26.1900005340576,41.82,58.9412,0.0001794710365241,0.0184891648755594,43.0,Fear
39,2020/9/29,1.2,0.0,0.0,1.44,0.0,0.0,1.62,0.0,0.0,1.2,0.0,0.0,3335.46997070312,26.2700004577636,41.65,58.3483,0.0001381879505773,0.0110460323007492,45.0,Fear
40,2020/9/30,1.2,0.0,0.0,1.46,0.0,0.0,1.66,0.0,0.0,1.2,0.0,0.0,3363.0,26.3700008392334,41.5,58.3668,9.866732754116614e-05,0.0132680648712971,49.0,Neutral
41,2020/10/1,1.2,0.0,0.0,1.44,0.0,0.0,1.62,0.0,0.0,1.2,0.0,0.0,3380.80004882812,26.7000007629394,41.54,61.3368,0.0006701077115854,0.0281940675505125,45.0,Fear
42,2020/10/2,1.2,0.0,0.0,1.44,0.0,0.0,1.62,0.0,0.0,1.2,0.0,0.0,3348.419922,27.6299991607666,40.96,61.5531,0.0001889146633987,0.0179063803318847,41.0,Fear
43,2020/10/3,1.2,0.0,0.0,1.46,0.0,0.0,1.62,0.0,0.0,1.2,0.0,0.0,,,,,2.49628146891036e-05,0.005707492159118,40.0,Fear
44,2020/10/4,1.2,0.0,0.0,1.48,0.0,0.0,1.62,0.0,0.0,1.2,0.0,0.0,,,,,7.364258921572792e-05,0.0062482764369665,42.0,Fear
45,2020/10/5,1.2,0.0,0.0,1.44,0.0,0.0,1.64,0.0,0.0,1.2,0.0,0.0,3408.60009765625,27.9599990844726,30.03,62.7207,7.934326874136188e-05,0.0076466184994762,42.0,Fear
46,2020/10/6,1.2,0.0,0.0,1.42,0.0,0.0,1.56,0.0,0.0,1.2,0.0,0.0,3360.96997070312,29.4799995422363,30.02,62.1748,0.000229022168548,0.0134674238774453,47.0,Neutral
47,2020/10/7,1.2,0.0,0.0,1.42,0.0,0.0,1.54,0.0,0.0,1.2,0.0,0.0,3419.43994140625,28.0599994659423,29.06,63.2181,4.451664011538793e-05,0.0068225064253605,43.0,Fear
48,2020/10/8,1.2,0.0,0.0,1.42,0.0,0.0,1.56,0.0,0.0,1.2,0.0,0.0,3446.830078,26.3600006103515,28.98,62.3959,0.0004578748099075,0.020024756214782,46.0,Fear
49,2020/10/9,1.2,0.0,0.0,1.44,0.0,0.0,1.58,0.0,0.0,1.2,0.0,0.0,3477.13989257812,25.0,31.23,59.5141,0.0001959914312474,0.0142335535943631,48.0,Neutral
50,2020/10/10,1.2,0.0,0.0,1.4,0.0,0.0,1.56,0.0,0.0,1.2,0.0,0.0,,,,,0.0004231152732563,0.0210024127654444,53.0,Neutral
51,2020/10/11,1.2,0.0,0.0,1.44,0.0,0.0,1.6,0.0,0.0,1.2,0.0,0.0,,,,,5.493804634946401e-05,0.007160501674267,55.0,Greed
52,2020/10/12,1.2,0.0,0.0,1.42,0.0,0.0,1.62,0.0,0.0,1.2,0.0,0.0,3534.21997070312,25.0699996948242,32.27,60.3395,0.0005747130537518,0.0263965075982209,52.0,Neutral
53,2020/10/13,1.2,0.0,0.0,1.42,0.0,0.0,1.6,0.0,0.0,1.2,0.0,0.0,3511.92993164062,26.0699996948242,33.0,60.7983,0.0001430925434388,0.013540696372211,56.0,Greed
54,2020/10/14,1.2,0.0,0.0,1.42,0.0,0.0,1.6,0.0,0.0,1.2,0.0,0.0,3488.669922,26.3999996185302,33.25,59.7924,0.0001489496712386,0.0143886040101725,53.0,Neutral
55,2020/10/15,1.2,0.0,0.0,1.4,0.0,0.0,1.56,0.0,0.0,1.2,0.0,0.0,3483.34008789062,26.9699993133544,31.34,57.7394,0.0001955800741451,0.0162059667225038,56.0,Greed
56,2020/10/16,1.2,0.0,0.0,1.44,0.0,0.0,1.58,0.0,0.0,1.2,0.0,0.0,3483.81005859375,27.4099998474121,31.32,57.6807,0.0002799117869233,0.0166774440574363,52.0,Neutral
57,2020/10/17,1.2,0.0,0.0,1.38,0.0,0.0,1.5,0.0,0.0,1.2,0.0,0.6541541040971701,,,,,2.858484493358408e-05,0.0059072988068452,56.0,Greed
58,2020/10/18,1.2,0.0,0.0,1.38,0.0,0.0,1.56,0.0,0.0,1.2,0.0,0.0,,,,,5.102898080491675e-05,0.0029675244167388,55.0,Greed
59,2020/10/19,1.2,0.0,0.0,1.42,0.0,0.0,1.56,0.0,0.0,1.2,0.0,0.0,3426.919922,29.1800003051757,31.22,57.1201,0.0004091848132704,0.0185736550911306,55.0,Greed
60,2020/10/20,1.2,0.0,0.0,1.42,0.0,0.0,1.58,0.0,0.0,1.2,0.0,0.0,3443.1201171875,29.3500003814697,32.0,59.1138,0.0002608919122329,0.0160965929039745,56.0,Greed
61,2020/10/21,1.2,0.0,0.0,1.44,0.0,0.0,1.56,0.0,0.0,1.2,0.0,0.0,3435.56005859375,28.6499996185302,32.11,67.9009,0.0037841912835301,0.0537643270053889,61.0,Greed
62,2020/10/22,1.2,0.0,0.0,1.42,0.0,0.0,1.6,0.0,0.0,1.2,0.0,0.0,3453.48999023437,28.1100006103515,35.92,66.4477,0.0004257150526858,0.0233194639902998,73.0,Greed
63,2020/10/23,1.2,0.0,0.0,1.42,0.0,0.0,1.54,0.0,0.0,1.2,0.0,0.0,3465.38989257812,27.5499992370605,35.87,62.1722,0.0001506510640156,0.0161037027751762,74.0,Greed
64,2020/10/24,1.2,0.0,0.0,1.42,0.0,0.0,1.6,0.0,0.0,1.2,0.0,0.0,,,,,0.0001431850233598,0.0103386258537478,73.0,Greed
65,2020/10/25,1.2,0.0,0.0,1.42,0.0,0.5940193749928997,1.56,0.0,0.0,1.2,0.0,0.0,,,,,0.0003681516963752,0.0228116905280999,76.0,Extreme Greed
66,2020/10/26,1.2,0.0,0.0,1.46,0.02,0.0,1.62,0.0,0.0,1.2,0.0,0.0,3400.96997070312,32.4599990844726,35.58,61.3771,0.0003452491834854,0.0220039831024726,75.0,Greed
67,2020/10/27,1.22,0.0,0.0,1.52,0.0,0.0,1.66,0.0,0.0,1.2,0.0,0.0,3390.67993164062,33.349998474121,35.57,66.6218,0.0009798996245345,0.0210117045637387,61.0,Greed
68,2020/10/28,1.22,0.0,0.0,1.5,0.0,0.0,1.72,0.0,0.0,1.2,0.0,0.0,3271.03002929687,40.2799987792968,35.4,66.9471,0.0016517124413813,0.0443135235538658,70.0,Greed
69,2020/10/29,1.22,0.0,0.0,1.5,0.0,0.0,1.72,0.02,0.0,1.22,0.0,0.0,3310.11010742187,37.5900001525878,36.13,64.4577,0.0008151746202704,0.0331002546356071,67.0,Greed
70,2020/10/30,1.24,0.0,0.0,1.5,0.0,0.0,1.72,0.0,0.0,1.22,0.0,0.0,3269.9599609375,38.0200004577636,35.88,63.8973,0.0005340250113115,0.0286385038165497,74.0,Greed
71,2020/10/31,1.24,0.0,0.0,1.54,0.0,0.0,1.7,0.0,0.0,1.22,0.0,0.0,,,,,0.0006221214190278,0.027889100473724,73.0,Greed
72,2020/11/1,1.24,0.0,0.0,1.5,0.0,0.0,1.72,0.0,0.0,1.22,0.0,0.0,,,,,0.0001042279414146,0.011898497429463,72.0,Greed
73,2020/11/2,1.24,0.0,0.0,1.56,0.0,0.3521082042033757,1.72,0.0,0.0,1.24,0.0,0.0,3310.23999023437,37.1300010681152,35.73,72.2797,0.00062989236244,0.0306193851985244,71.0,Greed
74,2020/11/3,1.24,0.0,0.0,1.52,0.0,0.0,1.76,0.0,0.0,1.24,0.0,0.0,3369.15991210937,35.5499992370605,35.73,71.6464,0.0008417224697982,0.0290811963982214,71.0,Greed
75,2020/11/4,1.24,0.0,0.0,1.54,0.0,0.0,1.76,0.0,0.0,1.22,0.0,0.0,3443.43994140625,29.5699996948242,35.82,69.9467,0.0007608590327188,0.0344625535123755,74.0,Greed
76,2020/11/5,1.24,0.0,0.0,1.52,0.0,0.0,1.78,0.0,0.0,1.22,0.0,0.0,3510.44995117187,27.579999923706,40.99,72.5426,0.0041871039369717,0.0328165247201232,72.0,Greed
77,2020/11/6,1.24,0.0,0.0,1.54,0.0,0.0,1.78,0.0,0.0,1.24,0.0,0.0,3509.43994140625,24.8600006103515,43.4,74.2531,0.0006817204694677,0.0307527472159234,90.0,Extreme Greed
78,2020/11/7,1.24,0.0,0.0,1.56,0.0,0.0,1.76,0.0,0.0,1.24,0.0,0.0,,,,,0.0027414030814575,0.0527882601574857,88.0,Extreme Greed
79,2020/11/8,1.24,0.0,0.0,1.54,0.0,0.0,1.8,0.0,0.0,1.24,0.0,0.0,,,,,0.001247715475125,0.0288091662973249,82.0,Extreme Greed
80,2020/11/9,1.24,0.0,0.0,1.54,0.0,0.0,1.8,0.0,0.0,1.22,0.0,0.0,3550.5,25.75,44.33,71.8134,0.001299452385069,0.042665950786071,90.0,Extreme Greed
81,2020/11/10,1.24,0.0,0.0,1.52,0.02,0.0,1.82,0.0,0.0,1.22,0.0,0.6686911612595916,3545.53002929687,24.7999992370605,45.53,68.4726,0.0001633875291215,0.0151032728661846,90.0,Extreme Greed
82,2020/11/11,1.24,0.0,0.0,1.62,0.0,0.0,1.88,0.0,0.0,1.22,0.0,0.0,3572.65991210937,23.4500007629394,45.13,66.6233,0.0005811769774572,0.0233773660616241,86.0,Extreme Greed
83,2020/11/12,1.24,0.0,0.0,1.66,0.0,0.0,1.98,0.02,0.0,1.24,0.0,0.0,3537.01000976562,25.3500003814697,44.93,66.81,0.0008445932670865,0.023740125522843,87.0,Extreme Greed
84,2020/11/13,1.24,0.0,0.0,1.7,0.0,0.0,1.98,0.0,0.0,1.26,0.0,0.0,3585.14990234375,23.1000003814697,44.62,67.899,0.0003039149776882,0.0213632255909478,89.0,Extreme Greed
85,2020/11/14,1.26,0.0,0.0,1.72,0.0,0.0,2.08,0.02,0.0,1.28,0.0,0.0,,,,,0.0004537178372164,0.026666519149612,90.0,Extreme Greed
86,2020/11/15,1.26,0.0,0.0,1.72,0.0,0.0,2.08,0.0,0.0,1.28,0.0,0.0,,,,,0.0001538447106347,0.0145479352011337,86.0,Extreme Greed
87,2020/11/16,1.26,0.0,0.0,1.78,0.0,0.0,2.08,0.0,0.0,1.28,0.0,0.0,3626.90991210937,22.4500007629394,45.17,67.9223,0.0011815815624685,0.0235518663818167,90.0,Extreme Greed
88,2020/11/17,1.24,0.0,0.0,1.72,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,3609.53002929687,22.7099990844726,46.02,74.7172,0.0018168188449145,0.0309033332933001,86.0,Extreme Greed
89,2020/11/18,1.24,0.0,0.0,1.72,0.02,0.0,2.06,0.0,0.0,1.26,0.0,0.0,3567.7900390625,23.8400001525878,49.63,82.7878,0.001224282972575,0.0422303134790721,91.0,Extreme Greed
90,2020/11/19,1.24,0.0,0.0,1.76,0.0,0.0,2.04,0.0,0.0,1.26,0.0,0.0,3581.8701171875,23.1100006103515,51.45,73.7655,0.0006218948731577,0.0297853258695126,94.0,Extreme Greed
91,2020/11/20,1.24,0.0,0.0,1.74,0.0,0.0,2.1,0.0,0.0,1.26,0.0,0.0,3557.5400390625,23.7000007629394,51.13,79.0966,0.0010972663340296,0.0236707133646378,86.0,Extreme Greed
92,2020/11/21,1.24,0.0,0.0,1.74,0.0,0.0,2.1,0.0,0.0,1.26,0.0,0.0,,,,,0.0002502162452366,0.019104157497554,91.0,Extreme Greed
93,2020/11/22,1.24,0.0,0.0,1.74,0.0,0.0,2.12,0.0,0.0,1.26,0.0,0.0,,,,,0.0011305394295349,0.0460082750180115,94.0,Extreme Greed
94,2020/11/23,1.24,0.0,0.0,1.7,0.0,0.0,2.08,0.0,0.0,1.26,0.0,0.0,3577.59008789062,22.6599998474121,53.24,90.3985,0.0005406888576054,0.0273994922618178,90.0,Extreme Greed
95,2020/11/24,1.24,0.0,0.0,1.74,0.0,0.0,2.12,0.0,0.0,1.26,0.0,0.0,3635.40991210937,21.6399993896484,52.96,91.9921,0.0015289702161049,0.0365289594485167,88.0,Extreme Greed
96,2020/11/25,1.24,0.0,0.0,1.76,0.0,0.0,2.1,0.0,0.0,1.28,0.0,0.0,3629.64990234375,21.25,52.98,91.7838,0.0006563749474902,0.0271915295784849,94.0,Extreme Greed
97,2020/11/26,1.22,0.0,0.0,1.76,0.0,0.0,2.14,0.0,0.0,1.28,0.0,0.0,,,,,0.0073842158956973,0.0847163355718935,93.0,Extreme Greed
98,2020/11/27,1.22,0.02,0.0,1.76,0.0,0.0,2.08,0.0,0.0,1.28,0.0,0.0,3638.35009765625,20.8400001525878,70.25,86.1731,0.0010553845172924,0.0402197558287874,86.0,Extreme Greed
99,2020/11/28,1.22,0.02,0.0,1.74,0.02,0.0,2.06,0.0,0.0,1.28,0.0,0.0,,,,,0.0010626770413592,0.0296572426796834,87.0,Extreme Greed
100,2020/11/29,1.22,0.02,0.0,1.76,0.02,0.0,2.1,0.0,0.0,1.26,0.0,0.0,,,,,0.000589632123814,0.0223021450421773,89.0,Extreme Greed
101,2020/11/30,1.22,0.02,0.0,1.74,0.0,0.0,2.06,0.0,0.0,1.28,0.0,0.0,3621.6298828125,20.5699996948242,70.77,93.2328,0.002477885246017,0.0227956990880689,88.0,Extreme Greed
102,2020/12/1,1.22,0.02,0.0,1.7,0.0,0.0,2.04,0.0,0.0,1.28,0.0,0.0,3662.44995117187,20.7700004577636,71.15,97.2816,0.0023027141436471,0.0487098842824707,95.0,Extreme Greed
103,2020/12/2,1.24,0.0,0.0,1.68,0.0,0.0,2.0,0.0,0.0,1.28,0.0,0.0,3669.01000976562,21.1700000762939,71.04,87.4259,0.0009392666867162,0.0354875146535778,92.0,Extreme Greed
104,2020/12/3,1.24,0.0,0.0,1.66,0.0,0.0,1.96,0.0,0.0,1.24,0.0,0.0,3666.71997070312,21.2800006866455,71.01,85.226,0.0003994159367891,0.0226509346514673,92.0,Extreme Greed
105,2020/12/4,1.22,0.0,0.0,1.62,0.0,0.0,1.88,0.0,0.0,1.26,0.0,0.0,3699.1201171875,20.7900009155273,71.94,83.4428,0.0006553264659689,0.0120814082242575,92.0,Extreme Greed
106,2020/12/5,1.2,0.0,0.0,1.56,0.0,0.0,1.84,0.0,0.0,1.24,0.0,0.0,,,,,0.0003292542793185,0.0134673908602916,93.0,Extreme Greed
107,2020/12/6,1.22,0.0,0.0,1.62,0.02,0.0,1.86,0.02,0.0,1.24,0.0,0.0,,,,,0.0002388287535243,0.0185418602922437,95.0,Extreme Greed
108,2020/12/7,1.2,0.0,0.0,1.56,0.02,0.0,1.86,0.0,0.0,1.24,0.0,0.0,3691.9599609375,21.2999992370605,66.94,82.0635,0.0002267621980899,0.0182937099155726,94.0,Extreme Greed
109,2020/12/8,1.18,0.0,0.0,1.56,0.02,0.0,1.84,0.02,0.0,1.22,0.0,0.0,3702.25,20.6800003051757,66.61,80.5254,0.0010513864755126,0.0195551205215497,95.0,Extreme Greed
110,2020/12/9,1.2,0.0,0.0,1.48,0.0,0.0,1.78,0.0,0.0,1.22,0.0,0.0,3672.82006835937,22.2700004577636,67.26,78.8564,0.0005150610247717,0.0280160846152969,86.0,Extreme Greed
111,2020/12/10,1.2,0.0,0.0,1.52,0.0,0.0,1.8,0.0,0.0,1.2,0.0,0.0,3668.10009765625,22.5200004577636,66.77,72.4665,0.0003848163138763,0.0235663764873596,94.0,Extreme Greed
112,2020/12/11,1.2,0.0,0.0,1.52,0.0,0.0,1.82,0.0,0.0,1.2,0.0,0.0,3663.4599609375,23.3099994659423,67.71,72.4029,0.000471794906086,0.0297924784775311,89.0,Extreme Greed
113,2020/12/12,1.2,0.0,0.0,1.54,0.0,0.0,1.82,0.0,0.0,1.22,0.0,0.0,,,,,0.0008058912715651,0.0173400908289652,90.0,Extreme Greed
114,2020/12/13,1.3,0.0,0.0,1.66,0.0,0.0,1.94,0.0,0.0,1.22,0.0,0.0,,,,,0.0004160328527059,0.0213756732261509,91.0,Extreme Greed
115,2020/12/14,1.32,0.0,0.0,1.74,0.0,0.0,2.0,0.0,0.0,1.32,0.0,0.0,3647.48999023437,24.7199993133544,69.9,74.0797,8.400728665603524e-05,0.0104788343662753,95.0,Extreme Greed
116,2020/12/15,1.34,0.0,0.0,1.74,0.0,0.0,2.0,0.0,0.0,1.36,0.0,0.0,3694.6201171875,22.8899993896484,69.91,74.3545,0.0001918550855474,0.0152405097662561,91.0,Extreme Greed
117,2020/12/16,1.34,0.0,0.0,1.76,0.0,0.0,2.06,0.0,0.0,1.36,0.0,0.0,3701.169922,22.5,70.03,77.911,0.0040618642606348,0.0361971920027795,92.0,Extreme Greed
118,2020/12/17,1.34,0.0,0.0,1.78,0.0,0.0,2.1,0.0,0.0,1.34,0.0,0.0,3722.47998046875,21.9300003051757,83.49,91.5746,0.0041616193295372,0.063216314749384,92.0,Extreme Greed
119,2020/12/18,1.34,0.0,0.0,1.82,0.0,0.0,2.2,0.0,0.0,1.34,0.0,0.0,3709.40991210937,21.5699996948242,80.89,83.5233,0.0004874350805868,0.0257913896224085,95.0,Extreme Greed
120,2020/12/19,1.38,0.0,0.0,1.86,0.0,0.0,2.18,0.0,0.0,1.36,0.0,0.0,,,,,0.0010402190747493,0.0309780646402408,93.0,Extreme Greed
121,2020/12/20,1.38,0.0,0.0,1.9,0.0,0.0,2.18,0.0,0.0,1.36,0.0,0.0,,,,,0.0007256922524526,0.029566059421737,92.0,Extreme Greed
122,2020/12/21,1.38,0.0,0.0,1.9,0.0,0.0,2.18,0.0,0.0,1.36,0.0,0.0,3694.919922,25.1599998474121,81.17,89.3205,0.0024423350485912,0.0545233155835723,92.0,Extreme Greed
123,2020/12/22,1.38,0.0,0.0,1.94,0.0,0.0,2.26,0.0,0.0,1.36,0.0,0.0,3687.26000976562,24.2299995422363,79.43,90.0958,0.0012484876619289,0.0308763354634066,88.0,Extreme Greed
124,2020/12/23,1.48,0.0,0.0,2.06,0.0,0.0,2.42,0.0,0.0,1.4,0.0,0.0,3690.01000976562,23.3099994659423,78.34,91.4396,0.0009826703517844,0.0337280460074178,93.0,Extreme Greed
125,2020/12/24,1.44,0.0,0.0,2.12,0.0,0.0,2.52,0.02,0.0,1.54,0.0,0.0,3703.06005859375,21.5300006866455,78.26,84.3591,0.0006538254358575,0.0293135157402968,86.0,Extreme Greed
126,2020/12/25,1.48,0.0,0.0,2.12,0.0,0.0,2.62,0.0,0.0,1.58,0.0,0.0,,,,,0.0009662316508322,0.0253965028866489,94.0,Extreme Greed
127,2020/12/26,1.46,0.0,0.0,2.1,0.0,0.0,2.62,0.0,0.0,1.68,0.0,0.0,,,,,0.0026515209417999,0.0362197051923269,93.0,Extreme Greed
128,2020/12/27,1.44,0.0,0.0,2.1,0.0,0.0,2.72,0.0,0.0,1.62,0.0,0.0,,,,,0.0027516754557153,0.0725564155868142,91.0,Extreme Greed
129,2020/12/28,1.48,0.0,0.0,2.16,0.0,0.0,2.68,0.0,0.0,1.68,0.0,0.0,3735.36010742187,21.7000007629394,74.92,92.4082,0.0007012683344439,0.0235222436815427,92.0,Extreme Greed
130,2020/12/29,1.48,0.0,0.0,2.22,0.02,0.0,2.74,0.0,0.0,1.64,0.0,0.0,3727.0400390625,23.079999923706,73.99,93.5271,0.0009702398237613,0.0461565068418131,91.0,Extreme Greed
131,2020/12/30,1.5,0.0,0.0,2.18,0.0,0.0,2.78,0.0,0.0,1.72,0.0,0.0,3732.0400390625,22.7700004577636,74.32,96.2726,0.0011335487757234,0.0137047626575709,91.0,Extreme Greed
132,2020/12/31,1.5,0.0,0.0,2.18,0.0,0.0,2.7,0.0,0.0,1.74,0.0,0.0,3756.07006835937,22.75,74.57,101.8303,0.0004755650046445,0.0272582039062041,95.0,Extreme Greed
